nom	adaptat	lat	lon	email	telf	fax	addr	url
Bar Restaurant Rosal	0	41.3853694333	2.18304805556				Pg Born 27 bxs, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Borrell	0	41.3751614139	2.16695		Work: +34 933253091		Av Paral.lel 84 bxs, 08015, Sant Antoni, Eixample, BARCELONA	
Restaurant Pantaibèric *Glòries	0	41.4050852889	2.19307155556		Work: +34 667630286		Av Diagonal 188*252, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.pantaiberic.com
Restaurant Pantaibèric *La Maquinista	0	41.4407775667	2.19846719444		Work: +34 661803778		Pg Potosí 2, 08030, el Bon Pastor, Sant Andreu, BARCELONA	http://www.pantaiberic.com
Grand Hotel Central	0	41.3849853944	2.17790336111	Work: info@grandhotelcentral.com	Work: +34 932957905	Fax: +34 932681215	C Pare Gallifa 3, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.grandhotelcentral.com
Cafeteria Jan Cafè	0	41.4041534444	2.16250141667		Work: +34 932855518		Trav Gràcia 228, 08024, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Parc de la Barceloneta	0	41.3820314806	2.19382383333				Pg Marítim Barceloneta 15*21, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Balzar	0	41.3992080306	2.14742102778		Work: +34 932010593		C Madrazo 54-56, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Toc	0	41.3943009917	2.17162388889	Work: toc@tocbcn.com	Work: +34 934881148		C Girona 59, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Cuines de Santa Caterina *Mercat de Santa Caterina	0	41.3863640472	2.17815911111	Work: cuinessantacaterina@grupotragaluz.com	Work: +34 932689918		Av Francesc Cambó 16 bxs, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.cuinessantacaterina.com
Restaurante Braseria Savannah	0	41.4109869556	2.18874111111		Work: +34 932650902		C Muntanya 14, 08026, Clot, Sant Martí, BARCELONA	http://www.savannah-braseria.com
Restaurant Petit Travi	0	41.3903052417	2.15805894444	Work: petittravi@grouptravi.com	Work: +34 933230610		C Mallorca 202, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.gruptravi.com
Restaurant Farga *Rambla Catalunya	0	41.3879343194	2.16801455556		Work: +34 934125782	Fax: +34 933010322	Rbla Catalunya 8, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Mut	0	41.397305325	2.16124936111		Work: +34 932174338		C Pau Claris 192, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Amaral	0	41.3893848083	2.14741291667		Work: +34 934190933		C París 101, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Casa de Menjars Itinerant Nòmada	0	40.6429494648	1.81621142644	Work: paulaflip@hotmail.com	Work: +34 657976512		, , , , BARCELONA	
La Fàbrica Tapioles 53	0	41.3723407028	2.16387383333	Work: info@tapioles53.com	Work: +34 933292238		C Tapioles 53 bxs, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.tapioles53.com
Restaurant Arwad	0	41.4003793861	2.20234344444		Work: +34 933568263	Fax: +34 933568263	Rbla Poblenou 56, 08005, el Poblenou, Sant Martí, BARCELONA	
 Lounge	0	41.3928215667	2.16943630556	Work: info@movie-livingandfood.com	Work: +34 934675481		C Roger de Llúria 50 bxs, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.movie-livingandfood.com
Restaurant Dune	0	41.3961347778	2.18048061111				C Sicília 111 bxs, 08013, el Fort Pienc, Eixample, BARCELONA	
Bar Restaurant Divan Japonès	0	41.4033554917	2.15655355556		Work: +34 932184502		C Guilleries 17, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Butyklan	0	41.3918932	2.19910972222		Work: +34 932251892		C Salvador Espriu 79, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant O'Gràcia	0	41.4025126722	2.15806888889		Work: +34 932133044		Pl Revolució Setembre 1868 15, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
SuperBorn	0	41.3861748917	2.18415169444		Work: +34 932681728		Ptge Mercantil 1, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Can Farigola	0	41.3931296833	2.15550038889		Work: +34 932376153		C Enric Granados 94, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Panic Atac*Centre de la Vila	0	41.3908965194	2.19785094444	Work: paniatac@paniatac.com	Work: +34 934125577		Av Icària 164, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.paniatac.com
Restaurant Ohlalá *Glòries	0	41.4050852889	2.19307155556	Work: barcelonaglories@ohlala.es			Av Diagonal 188 252, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.ohlala.es
Restaurant Caldeni	0	41.4028476667	2.17701719444	Work: info@caldeni.com	Work: +34 932325811		C València 452, 08013, la Sagrada Família, Eixample, BARCELONA	http://www.caldeni.com
Restaurant Kynoto Sushi Bar	0	41.3816037528	2.17975938889	Work: bcn@kynoto.com	Work: +34 932682540		C Correu Vell 8, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.kynoto.com
Restaurant Blasco	0	41.3869381667	2.17403575	Work: blascoyalvarezsl@hotmail.com	Work: +34 934817115		C Comtal 33, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Friss Juice Café	0	41.4024143861	2.17443980556				C Sardenya 289, 08013, la Sagrada Família, Eixample, BARCELONA	
Restaurant Sant Fost	0	41.4303160667	2.16240983333		Work: +34 933576802		C Tajo 8, 08031, Horta, Horta-Guinardó, BARCELONA	
Restaurant Cantina Mariachi *Diagonal Mar	0	41.4104266583	2.21640544444		Work: +34 933562473	Fax: +34 933562473	Av Diagonal 3, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.cantina-mariachi.com
Restaurant Cantina Mariachi *Heron City	0	41.4350944194	2.18102433333		Work: +34 932762553	Fax: +34 932762553	Av Rio de Janeiro 42, 08016, Porta, Nou Barris, BARCELONA	http://www.cantina-mariachi.com
Restaurant Cantina Mariachi *Glòries	0	41.4050852889	2.19307155556		Work: +34 934860013		Av Diagonal 188*252, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.cantina-mariachi.com
Restaurant Cantina Mariachi *Centre de la Vila	0	41.3908965194	2.19785094444		Work: +34 932256319		C Salvador Espriu 61, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.cantina-mariachi.com
Restaurant Mitos	0	41.3988877444	2.17136663889	Work: info@mitosbarcelona.com	Work: +34 934591339		C València 363 bxs, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.mitosbarcelona.com
Restaurant Gufo	0	41.3893090583	2.13843827778		Work: +34 933633148	Fax: +34 933633149	C Entença 303*305, 08029, les Corts, Les Corts, BARCELONA	
Starbucks Coffee *Pl Universitat	0	41.3852436028	2.16330166667		Work: +34 934517636		Pl Universitat 1, 08007, Sant Antoni, Eixample, BARCELONA	http://www.starbucks.es
Starbucks Coffee *La Rambla	0	41.3834888167	2.17118469444		Work: +34 933043553		C la Rambla 109, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.starbucks.es
Starbucks Coffee *Maremàgnum	0	41.3754192361	2.18237583333		Work: +34 932258542		Moll Espanya 5*6, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.starbucks.es
Starbucks Coffee *Diagonal Mar	0	41.4104266583	2.21640544444		Work: +34 933560785		Av Diagonal 3, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.starbucks.es
Starbucks Coffee *Glòries	0	41.4049450333	2.19250372222		Work: +34 934861306		Av Diagonal 208, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.starbucks.es
Restaurant Comida de Tarro	0	41.4171034944	2.19773997222		Work: +34 933035005		Rbla Guipúscoa 65, 08020, Sant Martí de Provençals, Sant Martí, BARCELONA	
Restaurant Moon Cafe	0	41.3926956306	2.15860872222		Work: +34 934881721		C Provença 213, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Red Lounge	0	41.3750348	2.18857538889	Work: administracio@grupcosta.es	Work: +34 932213093	Fax: +34 932217587	Pg Joan Borbo C Barcelona 78, 08039, la Barceloneta, Ciutat Vella, BARCELONA	http://www.redloungebcn.com
Cafe Restaurant Les Women dal Pikako	0	41.3911749944	2.18973177778		Work: +34 932216218		C Sardenya 48 bxs, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant Miramar	0	41.3693468917	2.16692669444	Work: info@club-miramar.es	Work: +34 934436627	Fax: +34 934418397	Av Miramar 40, 08038, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.club-miramar.es
Bar Restaurant Zentraus	0	41.3782642833	2.17032377778	Work: zentraus@zentraus.cat	Work: +34 934438078		Rbla Raval 41, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.zentraus.cat
Espai Caidal Centre Cultural	0	41.3991107083	2.19560786111	Work: info@espaicaidal.com	Work: +34 934863135		C Pallars 156*158, 08005, el Poblenou, Sant Martí, BARCELONA	http://www.espaicaidal.com
Bar Cerveseria Señor Patata *Diagonal Mar	0	41.4104266583	2.21640544444		Work: +34 933560712		Av Diagonal 3, 08019, Poble Nou, Sant Martí, BARCELONA	
Restaurant L'Altre Caliu	0	41.3813049333	2.13064611111		Work: +34 934900812		C Lluçà 11, 08028, les Corts, Les Corts, BARCELONA	
Goulaffres	0	41.3936685861	2.15057158333		Work: +34 934146788		C Londres 103, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.goulaffres.com
Restaurant Thai Sabai-Sabai	0	41.3920038861	2.17215002778		Work: +34 934816832		G.V. Corts Catalanes 674, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant El Mussol *Pedralbes Centre	0	41.3882393556	2.12876383333		Work: +34 934101317		Av Diagonal 611, 08028, les Corts, Les Corts, BARCELONA	http://www.angrup.com
Hotel Condes de Barcelona	0	41.3936642139	2.16214919444	Work: info@restaurantlasarte.com	Work: +34 934453242		C Mallorca 259, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.restaurantlasarte.com
Restaurant Fishhh! *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934441139		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	
Foment de les Arts i del Disseny	0	41.3827617722	2.16769516667	Work: fad@fadweb.org	Work: +34 645518799	Fax: +34 933296079	Pl Àngels 5*6, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.fadweb.org
Restaurant Xemei	0	41.3713988222	2.16073608333		Work: +34 935535140		Pg Exposició 85, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Café Restaurant Kyvic	0	41.3845331	2.15783361111		Work: +34 934510950		C Villarroel 88, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Hotel Hesperia Presidente	0	41.3941096528	2.14897283333	Work: hotel@hesperia-presidente.com	Main: +34 932002111	Fax: +34 932095106	Av Diagonal 570, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.hesperia-presidente.com
Restaurant Vinitus *Illa Diagonal	0	41.3897150806	2.13538063889		Work: +34 933632127		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Cafeteria Vips *Diagonal Mar	0	41.4104266583	2.21640544444		Work: +34 933560517	Fax: +34 933637544	Av Diagonal 3, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.grupovips.com
Restaurant Flamant	0	41.3884378694	2.16133658333		Work: +34 933231635	Fax: +34 934518707	C Enric Granados 23, 08007, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Les Once Virtuts	0	41.3813123667	2.17865586111		Work: +34 933106943		C Ataülf 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Hotel Montblanc	0	41.38773255	2.17355130556	Work: montblanc@hcchotels.com	Work: +34 933435555	Fax: +34 933435558	Via Laietana 61, 08003, el Barri Gòtic, Ciutat Vella, BARCELONA	
Hotel H10 Montcada	0	41.3843260806	2.17843263889	Work: h10.montcada@h10.es	Work: +34 932688572	Fax: +34 933100747	Via Laietana 24, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Catalina	0	41.3983142833	2.12781694444	Work: restaurante@catalina.es	Work: +34 932061791		C Anglí 4*LB bxs, 08017, les Tres Torres, Sarrià-Sant Gervasi, BARCELONA	
Restaurant El Kesito	0	41.3467207028	2.14470763889		Work: +34 932235048		C Número 60 Zona Franca 25*27, 08040, la Marina del Prat Vermell, Sants-Montjuïc, BARCELONA	
Restaurant La Despensa de la Buena Mesa	0	41.3912093444	2.146263		Work: +34 934108104		C Comte d'Urgell 247, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant On Sushi	0	41.3912053694	2.15473897222		Work: +34 934511847		C Rosselló 154 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.onsushirestaurant.com
Hotel Acevi Villarroel	0	41.3853346667	2.15676869444	Work: villarroel@acevihotels.com	Work: +34 933839757		C Villarroel 106 bxs, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.el106.com
Lolita Taperia	0	41.376214425	2.15791794444		Work: +34 934245231		C Tamarit 104, 08015, Sant Antoni, Eixample, BARCELONA	
Restaurant Cocoon	0	41.3929394583	2.14987002778		Work: +34 934190207		C Londres 87, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.cocoonrestaurant.com
Restaurant Buko	0	41.3912616	2.15796836111		Work: +34 934518462		C Enric Granados 48, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Ferrum	0	41.4001777528	2.16444063889	Work: ferrum@ferrum.es	Work: +34 934577610		C Còrsega 400, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Mesón Cinco Jotas *Córsega	0	41.3912965444	2.15258447222	Work: m5jmuntaner@osborne.es	HelpDesk: +34 902388838	Fax: +34 934103200	C Còrsega 206 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.mesoncincojotas.com
Restaurant Leo's *Escultors Claperós	0	41.4080943889	2.18951130556		Work: +34 932476637		C Escultors Claperós 8 bxs, 08018, el Clot, Sant Martí, BARCELONA	
Cafè Restaurant Leo's *Aragó	0	41.4028579028	2.17945761111		Work: +34 932655973		C Aragó 460 bxs, 08013, la Sagrada Família, Eixample, BARCELONA	
Hotel Husa Pedralbes	0	41.3947722778	2.12450941667	Work: hotelpedralbes@husa.es	Work: +34 93 203 7112	Fax: +34 93 205 7065	C Fontcoberta 4, 08034, Sarrià, Sarrià-Sant Gervasi, BARCELONA	http://www.husa.es
Restaurant Maur	0	41.3896829278	2.15513380556		Work: +34 934548869		C Muntaner 121, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Hotel Husa Oriente	0	41.3797829333	2.17420213889	Work: horiente@husa.es	Main: +34 93 302 2558	Fax: +34 93 412 3819	C la Rambla 45, 08002, el Raval, Ciutat Vella, BARCELONA	http://www.husa.es
Restaurant Sedna	0	41.3806994611	2.18121277778		Work: +34 932689372		Pg Colom 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Visit	0	41.3861249694	2.16835641667		Work: +34 933022020		C Bergara 8, 08002, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.hotelpulitzer.es
El Filferro	0	41.3796165806	2.19128058333		Work: +34 932219836		C Sant Carles 29, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Tapasbar*Bruc	0	41.3942724556	2.16940316667		Work: +34 932160808		C Bruc 71, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.tapasbar.es
Restaurant Na-Nà	0	41.3821947778	2.16480644444		Work: +34 933184168		C Lleó 9, 08001, Pedralbes, Ciutat Vella, BARCELONA	
Restaurant Can Vallés	0	41.3820100278	2.15119241667		Work: +34 932260667		C Aragó 95, 08015, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant La Taberna	0	41.4307100722	2.1610045		Work: +34 933570016		Pl Eivissa 17*18, 08031, Horta, Horta-Guinardó, BARCELONA	
Restaurant Senyor Pablo	0	41.3861797056	2.13962386111		Work: +34 934198757		C Equador 47, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Senyor Pablo	0	41.3861797056	2.13962386111		Work: +34 934198757		C Equador 47, 08029, les Corts, Les Corts, BARCELONA	
Restaurant La Zarabanda	0	41.3816849083	2.16501286111		Work: +34 653169539		C Ferlandina 55, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant Sense Pressa	0	41.3931819333	2.15543133333		Work: +34 932181544		C Enric Granados 96, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.sensepressarestaurant.com
Restaurant Coctum	0	41.3971836139	2.16718869444		Work: +34 935323911		C Mallorca 308, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	
Hotel Husa Illa *Illa Diagonal	0	41.3897150556	2.13537755556	Work: hotelilla@husa.es	Work: +34 93 410 3300	Fax: +34 93 410 8892	Av Diagonal 555, 08029, les Corts, Les Corts, BARCELONA	http://www.husa.es
Hotel Husa Illa *Illa Diagonal	0	41.3897150556	2.13537755556	Work: hotelilla@husa.es	Work: +34 93 410 3300	Fax: +34 93 410 8892	Av Diagonal 555, 08029, les Corts, Les Corts, BARCELONA	http://www.husa.es
Hotel Husa Barcelona Mar	0	41.4053933361	2.21219541667	Work: promotion@hotelhusabarcelonamar.com	Main: +34 932665200	Fax: +34 932665207	C Provençals 10, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.hotelhusabarcelonamar.com
Hotel Husa Barcelona Mar	0	41.4053933361	2.21219541667	Work: promotion@hotelhusabarcelonamar.com	Main: +34 932665200	Fax: +34 932665207	C Provençals 10, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.hotelhusabarcelonamar.com
Hotel Husa Arenas	0	41.3904174083	2.12623658333	Work: hotelarenas@husa.es	Work: +34 932800303	Fax: +34 932803392	C Capità Arenas 20, 08034, Pedralbes, Les Corts, BARCELONA	http://www.husa.es
Derby Hotels - Hotel Astoria	0	41.393969825	2.15350475	Work: astoria@derbyhotels.es	Main: +34 93 209 8311	Fax: +34 93 202 3008	París 203, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.derbyhotels.es
Restaurant Murivecchi	0	41.3757740306	2.18806783333		Work: +34 932250200		C Escar 4, 08039, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Vietnamita Hanoi II	0	41.3902523972	2.14441577778		Work: +34 934441099		Av Sarrià 37, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Hàbaluc	0	41.3900625611	2.15918075		Work: +34 934522928		C Enric Granados 41 bxs, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.restaurant-habaluc.com
Restaurant Àgora	0	41.378253175	2.15611191667	Work: restauranteagora@hotmail.com	Work: +34 934249709	Fax: +34 934233796	C Sepúlveda 76*78, 08015, Sant Antoni, Eixample, BARCELONA	http://www.restauranteagora.com
Restaurant Origen 99,9 % *Passeig del Born	0	41.3840571917	2.18253561111		Work: +34 932956690		Pg Born 4, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.origen99.com
Restaurant Origen 99,9 % *Ramon y Cajal	0	41.4021220278	2.15794216667		Work: +34 932136031		C Ramón y Cajal 12, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.origen99.com
Restaurant Bonaparte	0	41.3971092111	2.17304163889	Work: info@restaurantebonaparte.com	Work: +34 932440097		Pg Sant Joan 72, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Nagomi	0	41.3945083333	2.14878383333		Work: +34 932419546		C Muntaner 231, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Viento del Plata	0	41.39023015	2.15985502778	Work: vientodelplata@telefonica.net	Work: +34 934514149		C València 207, 08007, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Ostreria Gouthier	0	41.3972873556	2.12443302778	Work: biomarisc@telefonica.net	Work: +34 932059969		C Mañé i Flaquer 8 bxs, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Xiringuito Mochima Bar *Nova Mar Bella	0	41.4020744611	2.21522491667	Work: info@mochimabar.com	Work: +34 679888836		Ptja Nova Mar Bella 100*LP, 08019, Poble Nou, Sant Martí, BARCELONA	http://www.mochimabar.com
Restaurant Suliko *Port Olímpic	0	41.387021775	2.20071069444		Work: +34 932259966		Moll Gregal 31, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.gruptravi.com
 Wine	1	41.39111255	2.17096077778	Work: info.bcn@patagoniabw.com	Work: +34 933043735		G.V. Corts Catalanes 660, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.patagoniabw.com
Hotel Tryp Condal Mar	0	41.4126999028	2.20967355556	Work: tryp.condal.mar@solmelia.com	Work: +34 933077727	Fax: +34 933071115	C Cristóbal de Moura 138, 08019, Provençals del Poblenou, Sant Martí, BARCELONA	http://es.solmelia.com
Cafè Suec	0	41.4059801194	2.15701208333		Work: +34 690350570		C Alzina 2, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Cocteleria i restaurant Sazzerak	0	41.3850200222	2.15745122222		Work: +34 934511138		C Consell de Cent 211, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Hotel Market	0	41.3792277778	2.16056569444		Work: +34 932890130		Ptge Sant Antoni Abat 10, 08015, Sant Antoni, Eixample, BARCELONA	http://www.markethotel.com.es
Restaurant El Nou	0	41.4003711667	2.12094880556		Work: +34 932803339		C Major de Sarrià 109 pbj, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Katmandú	0	41.4006770861	2.16465447222		Work: +34 934593769		C Còrsega 421, 08037, la Vila de Gràcia, Gràcia, BARCELONA	
Hotel Claris	0	41.3944599139	2.16501319444	Work: claris@derbyhotels.es	Main: +34 93 487 6262	Fax: +34 93 215 7970	Pau Claris 150, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.derbyhotels.es
Hotel Balmes	0	41.3911764056	2.15921680556	Work: balmes@derbyhotels.es	Main: +34 93 451 1914	Fax: +34 93 451 0049	C Mallorca 216, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.derbyhotels.es
Restaurant 2mil3	0	41.4029093556	2.15369125	Work: pep_2mil3@telefonica.net	Work: +34 93 217 84 42		C Astúries 18 pbx, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Derby Hotels - Hotel Derby	0	41.3897713444	2.14196730556	Work: derby@DERBYHOTELS.ES	Main: +34 93 322 3215	Fax: +34 93 410 0862	C Loreto 21-25, 08029, les Corts, Les Corts, BARCELONA	http://www.derbyhotels.es
Derby Hotels - Hotel Gran Derby	0	41.3900186917	2.14223922222	Work: granderby@derbyhotels.com	Work: +34 93 322 2062	Fax: +34 93 419 6820	C Loreto 28, 08029, les Corts, Les Corts, BARCELONA	http://www.derbyhotels.com
Ribelino's Club	0	41.3834812833	2.10966041667	Work: kevin@thesuttonclub.com	Work: +34 934144217		Av Diagonal 661 667, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	http://www.ribelinos.com
Restaurant Regàs	0	41.3994842222	2.15089719444		Work: +34 932376714		C Regàs 30 bxs, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Brown33	0	41.3909004417	2.16593755556	Work: info@brown33.com	Work: +34 934675247		Pg Gràcia 33 bxs, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.brown33.com
La Bodegueta de la Palma	0	41.3823224278	2.17871180556		Work: +34 933150656		C Palma de Sant Just 7, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Montiel	0	41.3856025583	2.18179313889		Work: +34 932683729		C Flassaders 19, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Hotel Arts Barcelona	0	41.3870826222	2.1965545		Work: +34 932211000	Fax: +34 932211070	C Marina 19*21 bxs, 08005, la Barceloneta, Ciutat Vella, BARCELONA	
Hotel Arts Barcelona	1	41.3870826222	2.1965545		Work: +34 934838090	Fax: +34 932212018	C Marina 19*21 2n, 08005, la Barceloneta, Ciutat Vella, BARCELONA	http://www.arola-arts.com
Hotel Arts Barcelona	0	41.3870826222	2.1965545		Work: +34 932211000	Fax: +34 932211070	C Marina 19*21 bxs, 08005, la Barceloneta, Ciutat Vella, BARCELONA	
Hotel Arts Barcelona	0	41.3870826222	2.1965545		Work: +34 934838108	Fax: +34 932211070	C Marina 19*21 1r, 08005, la Barceloneta, Ciutat Vella, BARCELONA	
Hotel Claris	0	41.3944599139	2.16501319444		Work: +34 934876262		Pau Claris 150, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.hotelastoriabarcelona.com/claris_restterraza_cs.htm
Restaurant Delicamon	0	41.3870826222	2.1965545	Work: info@monchos.com	Work: +34 932253061		C Marina 21 bxs., 08005, la Barceloneta, Ciutat Vella, BARCELONA	http://www.monchos.com
Restaurant Gravin	0	41.38385005	2.18355963889		Work: +34 932684628		C Rera Palau 3, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Gira-sol	0	41.39721355	2.16495277778	Work: info@restaurantgirasol.com	Work: +34 934575708		C Provença 332, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.restaurantgirasol.com
 Spa Barcelona	0	41.3936895306	2.16410830556				Pg Gràcia 70 1r, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Hotel Cram	0	41.3882576472	2.15995886111	Work: info@restaurantgaig.com	Work: +34 934291017	Fax: +34 934297002	C Aragó 214 bxs., 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.restaurantgaig.com
Restaurant Bombay Masala. El Racó del Kebab	0	41.4090984	2.19567111111		Work: +34 933036782		G.V. Corts Catalanes 944, 08018, Provençals del Poblenou, Sant Martí, BARCELONA	
Restaurant La Parrilla Argentina	0	41.3869157528	2.13333883333		Work: +34 934193164		C Vilamur 20 bxs, 08014, les Corts, Les Corts, BARCELONA	
Restaurant Delirium	0	41.4035492	2.17038469444		Work: +34 934593860		C Sicília 263*273, 08025, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Restaurant Terrabacus	0	41.3926486417	2.15124747222		Work: +34 934108633		C Muntaner 185 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant L'Excellence	0	41.3955412222	2.14015391667				C Josep Bertrand 15, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Bar Lobo	0	41.3834862667	2.17080933333		Work: +34 934815346		C Pintor Fortuny 3, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.grupotragaluz.com
Hotel Sagrada Família	0	41.4060622056	2.17138630556		Work: +34 934509668	Fax: +34 934 366 043	C Còrsega 541, 08025, la Sagrada Família, Eixample, BARCELONA	http://www.hotelsagradafamilia.com
